time	I(C1)	I(C2)	I(L1)
1.127400127251907e+001	7.370980e-001	6.743346e-001	1.157372e+000
1.161685841537621e+001	7.760365e-001	6.087469e-001	1.104174e+000
1.195971555823335e+001	8.108631e-001	5.477785e-001	1.054338e+000
1.230257270109050e+001	8.415777e-001	4.914295e-001	1.007864e+000
1.264542984394764e+001	8.681805e-001	4.396998e-001	9.647515e-001
1.294542984394764e+001	8.859364e-001	4.003265e-001	9.323727e-001
1.324542984394764e+001	8.993222e-001	3.656807e-001	9.041044e-001
1.354542984394763e+001	9.082273e-001	3.358668e-001	8.801306e-001
1.384542984394763e+001	9.125844e-001	3.109466e-001	8.605945e-001
1.414542984394763e+001	9.123686e-001	2.909391e-001	8.455967e-001
1.444542984394763e+001	9.075973e-001	2.758214e-001	8.351960e-001
1.474542984394763e+001	8.983293e-001	2.655293e-001	8.294092e-001
1.504542984394763e+001	8.846632e-001	2.599584e-001	8.282117e-001
1.534542984394763e+001	8.667364e-001	2.589661e-001	8.315383e-001
1.564542984394763e+001	8.447231e-001	2.623732e-001	8.392845e-001
1.594542984394763e+001	8.188317e-001	2.699659e-001	8.513083e-001
1.624542984394763e+001	7.893028e-001	2.814985e-001	8.674318e-001
1.654542984394763e+001	7.564063e-001	2.966962e-001	8.874434e-001
1.681685841537621e+001	7.233241e-001	3.140259e-001	9.092954e-001
1.708828698680479e+001	6.886186e-001	3.332063e-001	9.333466e-001
1.735971555823336e+001	6.522896e-001	3.542373e-001	9.595970e-001
1.763114412966193e+001	6.143372e-001	3.771189e-001	9.880466e-001
1.790257270109051e+001	5.747614e-001	4.018511e-001	1.018695e+000
1.817400127251909e+001	5.335622e-001	4.284340e-001	1.051544e+000
1.844542984394766e+001	4.907397e-001	4.568674e-001	1.086591e+000
1.870257270109052e+001	4.496203e-001	4.845524e-001	1.120994e+000
1.895971555823338e+001	4.087642e-001	5.121580e-001	1.155713e+000
1.921685841537624e+001	3.681714e-001	5.396844e-001	1.190748e+000
1.947400127251910e+001	3.278420e-001	5.671314e-001	1.226099e+000
1.973114412966197e+001	2.877758e-001	5.944991e-001	1.261765e+000
1.998828698680483e+001	2.479730e-001	6.217876e-001	1.297748e+000
2.024542984394769e+001	2.084334e-001	6.489967e-001	1.334046e+000
2.041685841537626e+001	1.828994e-001	6.664053e-001	1.357731e+000
2.058828698680484e+001	1.580411e-001	6.832134e-001	1.380965e+000
2.075971555823341e+001	1.338586e-001	6.994209e-001	1.403748e+000
2.093114412966198e+001	1.103519e-001	7.150278e-001	1.426079e+000
2.110257270109056e+001	8.752095e-002	7.300342e-001	1.447959e+000
2.127400127251913e+001	6.536579e-002	7.444401e-001	1.469388e+000
2.144542984394770e+001	4.388642e-002	7.582453e-001	1.490364e+000
2.154542984394771e+001	3.182775e-002	7.658601e-001	1.502213e+000
2.164542984394771e+001	2.006923e-002	7.731993e-001	1.513827e+000
2.174542984394771e+001	8.619452e-003	7.802542e-001	1.525197e+000
2.184542984394771e+001	-2.513333e-003	7.870165e-001	1.536313e+000
2.194542984394771e+001	-1.332124e-002	7.934781e-001	1.547165e+000
2.204542984394771e+001	-2.379673e-002	7.996314e-001	1.557744e+000
2.214542984394771e+001	-3.393264e-002	8.054690e-001	1.568040e+000
2.224542984394772e+001	-4.372217e-002	8.109841e-001	1.578045e+000
2.234542984394772e+001	-5.315891e-002	8.161701e-001	1.587751e+000
2.244542984394772e+001	-6.223682e-002	8.210208e-001	1.597149e+000
2.254542984394772e+001	-7.095022e-002	8.255304e-001	1.606233e+000
2.274542984394772e+001	-8.726285e-002	8.335052e-001	1.623425e+000
2.294542984394773e+001	-1.020593e-001	8.400560e-001	1.639275e+000
2.314542984394773e+001	-1.153085e-001	8.451506e-001	1.653733e+000
2.334542984394773e+001	-1.269856e-001	8.487632e-001	1.666757e+000
2.354542984394773e+001	-1.370722e-001	8.508744e-001	1.678312e+000
2.374542984394774e+001	-1.455565e-001	8.514714e-001	1.688367e+000
2.394542984394774e+001	-1.524327e-001	8.505476e-001	1.696900e+000
2.414542984394774e+001	-1.577017e-001	8.481026e-001	1.703893e+000
2.444542984394775e+001	-1.626087e-001	8.415983e-001	1.711474e+000
2.474542984394775e+001	-1.639663e-001	8.317332e-001	1.715557e+000
2.504542984394776e+001	-1.618545e-001	8.185841e-001	1.716165e+000
2.534542984394776e+001	-1.563822e-001	8.022569e-001	1.713348e+000
2.564542984394776e+001	-1.476859e-001	7.828853e-001	1.707190e+000
2.594542984394777e+001	-1.359283e-001	7.606288e-001	1.697799e+000
2.624542984394777e+001	-1.212960e-001	7.356710e-001	1.685314e+000
2.644542984394778e+001	-1.100463e-001	7.176327e-001	1.675350e+000
2.664542984394778e+001	-9.767807e-002	6.985508e-001	1.664137e+000
2.684542984394778e+001	-8.426178e-002	6.784952e-001	1.651732e+000
2.704542984394778e+001	-6.987114e-002	6.575384e-001	1.638198e+000
2.724542984394779e+001	-5.458283e-002	6.357566e-001	1.623602e+000
2.744542984394779e+001	-3.847617e-002	6.132282e-001	1.608013e+000
2.754542984394779e+001	-3.014136e-002	6.017092e-001	1.599869e+000
2.764542984394779e+001	-2.163273e-002	5.900339e-001	1.591504e+000
2.774542984394779e+001	-1.296076e-002	5.782130e-001	1.582928e+000
2.784542984394780e+001	-4.136049e-003	5.662566e-001	1.574151e+000
2.794542984394780e+001	4.830717e-003	5.541756e-001	1.565182e+000
2.804542984394780e+001	1.392878e-002	5.419806e-001	1.556032e+000
2.824542984394780e+001	3.247541e-002	5.172913e-001	1.537228e+000
2.854542984394780e+001	6.100785e-002	4.796720e-001	1.507917e+000
2.873114412966209e+001	7.915882e-002	4.559727e-001	1.489045e+000
2.891685841537638e+001	9.729286e-002	4.323459e-001	1.470002e+000
2.910257270109067e+001	1.154100e-001	4.087915e-001	1.450788e+000
2.928828698680496e+001	1.335102e-001	3.853095e-001	1.431404e+000
2.947400127251925e+001	1.515935e-001	3.618999e-001	1.411850e+000
2.965971555823354e+001	1.696599e-001	3.385628e-001	1.392125e+000
2.984542984394782e+001	1.877093e-001	3.152982e-001	1.372230e+000
3.008828698680497e+001	2.110143e-001	2.852551e-001	1.346208e+000
3.033114412966211e+001	2.334243e-001	2.561944e-001	1.320802e+000
3.057400127251926e+001	2.549394e-001	2.281159e-001	1.296011e+000
3.081685841537641e+001	2.755596e-001	2.010197e-001	1.271835e+000
3.105971555823356e+001	2.952849e-001	1.749058e-001	1.248275e+000
3.130257270109070e+001	3.141152e-001	1.497742e-001	1.225330e+000
3.154542984394785e+001	3.320506e-001	1.256248e-001	1.203000e+000
3.184542984394785e+001	3.520491e-001	9.806167e-002	1.177298e+000
3.204542984394785e+001	3.642065e-001	8.093069e-002	1.161161e+000
3.224542984394785e+001	3.753715e-001	6.484707e-002	1.145887e+000
3.244542984394786e+001	3.855042e-001	4.985015e-002	1.131526e+000
3.254542984394786e+001	3.901721e-001	4.277024e-002	1.124704e+000
3.264542984394786e+001	3.945692e-001	3.597465e-002	1.118127e+000
3.274542984394786e+001	3.986915e-001	2.946701e-002	1.111801e+000
3.284542984394786e+001	4.025358e-001	2.325061e-002	1.105731e+000
3.294542984394786e+001	4.060991e-001	1.732847e-002	1.099921e+000
3.304542984394787e+001	4.093784e-001	1.170328e-002	1.094377e+000
3.314542984394787e+001	4.123713e-001	6.377465e-003	1.089101e+000
3.324542984394787e+001	4.150757e-001	1.353111e-003	1.084098e+000
3.334542984394787e+001	4.174897e-001	-3.367980e-003	1.079372e+000
3.344542984394787e+001	4.196118e-001	-7.784313e-003	1.074924e+000
3.354542984394787e+001	4.214406e-001	-1.189470e-002	1.070759e+000
3.364542984394787e+001	4.229752e-001	-1.569825e-002	1.066879e+000
3.374542984394788e+001	4.242149e-001	-1.919439e-002	1.063286e+000
3.384542984394788e+001	4.251595e-001	-2.238282e-002	1.059982e+000
3.394542984394788e+001	4.258088e-001	-2.526357e-002	1.056969e+000
3.404542984394788e+001	4.261631e-001	-2.783695e-002	1.054248e+000
3.414542984394788e+001	4.262229e-001	-3.010357e-002	1.051821e+000
3.424542984394788e+001	4.259891e-001	-3.206434e-002	1.049687e+000
3.434542984394788e+001	4.254628e-001	-3.372046e-002	1.047848e+000
3.444542984394789e+001	4.246455e-001	-3.507341e-002	1.046304e+000
3.454542984394789e+001	4.235387e-001	-3.612496e-002	1.045055e+000
3.464542984394789e+001	4.221446e-001	-3.687718e-002	1.044100e+000
3.474542984394789e+001	4.204654e-001	-3.733239e-002	1.043439e+000
3.484542984394789e+001	4.185036e-001	-3.749321e-002	1.043070e+000
3.494542984394789e+001	4.162620e-001	-3.736252e-002	1.042993e+000
3.504542984394789e+001	4.137438e-001	-3.694346e-002	1.043205e+000
3.514542984394790e+001	4.109522e-001	-3.623945e-002	1.043706e+000
3.524542984394790e+001	4.078909e-001	-3.525415e-002	1.044493e+000
3.534542984394790e+001	4.045638e-001	-3.399148e-002	1.045563e+000
3.544542984394790e+001	4.009749e-001	-3.245562e-002	1.046914e+000
3.554542984394790e+001	3.971286e-001	-3.065096e-002	1.048544e+000
3.564542984394790e+001	3.930295e-001	-2.858215e-002	1.050448e+000
3.574542984394790e+001	3.886823e-001	-2.625408e-002	1.052624e+000
3.584542984394791e+001	3.840921e-001	-2.367184e-002	1.055067e+000
3.594542984394791e+001	3.792642e-001	-2.084074e-002	1.057775e+000
3.604542984394791e+001	3.742041e-001	-1.776631e-002	1.060742e+000
3.614542984394791e+001	3.689173e-001	-1.445429e-002	1.063964e+000
3.624542984394791e+001	3.634099e-001	-1.091061e-002	1.067438e+000
3.634542984394791e+001	3.576877e-001	-7.141384e-003	1.071157e+000
3.644542984394791e+001	3.517572e-001	-3.152922e-003	1.075117e+000
3.654542984394792e+001	3.456247e-001	1.048295e-003	1.079312e+000
3.664542984394792e+001	3.392967e-001	5.455616e-003	1.083737e+000
3.674542984394792e+001	3.327801e-001	1.006223e-002	1.088387e+000
3.684542984394792e+001	3.260818e-001	1.486117e-002	1.093255e+000
3.694542984394792e+001	3.192087e-001	1.984533e-002	1.098336e+000
3.704542984394792e+001	3.121682e-001	2.500745e-002	1.103623e+000
3.714542984394792e+001	3.049675e-001	3.034015e-002	1.109109e+000
3.734542984394793e+001	2.901154e-001	4.148717e-002	1.120655e+000
3.754542984394793e+001	2.747135e-001	5.322506e-002	1.132918e+000
3.784542984394793e+001	2.507164e-001	7.180178e-002	1.152536e+000
3.805971555823365e+001	2.328205e-001	8.588216e-002	1.167546e+000
3.827400127251937e+001	2.147587e-001	1.001724e-001	1.182942e+000
3.848828698680509e+001	1.965309e-001	1.146725e-001	1.198723e+000
3.870257270109080e+001	1.781371e-001	1.293824e-001	1.214891e+000
3.891685841537652e+001	1.595773e-001	1.443022e-001	1.231444e+000
3.913114412966224e+001	1.408515e-001	1.594318e-001	1.248383e+000
3.934542984394795e+001	1.219597e-001	1.747712e-001	1.265708e+000
3.950257270109081e+001	1.082501e-001	1.859021e-001	1.278416e+000
3.965971555823367e+001	9.470795e-002	1.968874e-001	1.291072e+000
3.981685841537653e+001	8.133324e-002	2.077273e-001	1.303675e+000
3.997400127251940e+001	6.812596e-002	2.184216e-001	1.316228e+000
4.013114412966225e+001	5.508613e-002	2.289704e-001	1.328728e+000
4.028828698680511e+001	4.221374e-002	2.393737e-001	1.341176e+000
4.044542984394797e+001	2.950879e-002	2.496315e-001	1.353572e+000
4.054542984394797e+001	2.160654e-002	2.559873e-001	1.361332e+000
4.064542984394797e+001	1.381877e-002	2.622371e-001	1.369022e+000
